question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
255,"If a man spends $75 on groceries and this represents 25% of his income, what is his total income?",$300,"Let total income = x
25% of x = 75
0.25x = 75
x = 75 / 0.25 = $300","Solve the following math problem: If a man spends $75 on groceries and this represents 25% of his income, what is his total income?
Answer: His total income is $\boxed{300}$.

Brief explanation: To find the man's total income, we can set up a proportion where $75 is to 25% as his total income is to 100%. This gives us the equation $75 / 25% = x / 100%$, where $x$ is the total income. Solving this equation, we find that $x = 300$. Therefore, the man's total income is $\boxed{300}$.",Percentage Problems,Medium,2
256,"The ratio of cats to dogs in a pet store is 2:3. If there are 30 dogs, how many cats are there?",20 cats,"Let the number of cats = 2x and dogs = 3x
3x = 30
x = 10
Number of cats = 2 * 10 = 20","Solve the following math problem: The ratio of cats to dogs in a pet store is 2:3. If there are 30 dogs, how many cats are there?
Answer: \boxed{20}

Explanation:
1. We know that the ratio of cats to dogs is 2:3, which means for every 2 cats, there are 3 dogs.
2. We are given that there are 30 dogs in the pet store.
3. To find out how many cats there are, we can set up a proportion using the given ratio and the number of dogs: (2/3) = (number of cats / 30)
4. Solving for the number of cats, we get: number of cats = (2/3) * 30 = 20
5. Therefore, there are 20 cats in the",Ratio and Proportion,Medium,2
257,A man buys a bicycle for $120 and sells it for $150. What is his percentage profit?,25%,"Profit = Selling price - Cost price = 150 - 120 = $30
Percentage profit = (Profit / Cost price) * 100 = (30 / 120) * 100 = 25%","Solve the following math problem: A man buys a bicycle for $120 and sells it for $150. What is his percentage profit?
Answer:
The formula for calculating percentage profit is:
Percentage Profit = (Profit / Cost Price) x 100

First, let's calculate the profit:
Profit = Selling Price - Cost Price
Profit = $150 - $120
Profit = $30

Now, we can calculate the percentage profit:
Percentage Profit = ($30 / $120) x 100
Percentage Profit = 0.25 x 100
Percentage Profit = 25%

So, the man's percentage profit is 25%.",Profit and Loss,Medium,1
258,"If 5x - 3 = 17, what is the value of x?",4,"5x - 3 = 17
5x = 17 + 3 = 20
x = 20 / 5 = 4","Solve the following math problem: If 5x - 3 = 17, what is the value of x?
Answer:
To solve for x, we need to isolate x on one side of the equation. We can start by adding 3 to both sides of the equation to get rid of the subtraction on the left side:

5x - 3 + 3 = 17 + 3
5x = 20

Now, we can divide both sides of the equation by 5 to solve for x:

5x / 5 = 20 / 5
x = 4

So, the solution to the equation 5x - 3 = 17 is x = 4.",Algebraic Equations,Easy,0
259,A train travels at 60 miles per hour. How far will it travel in 5 hours?,300 miles,"Distance = Speed * Time
Distance = 60 miles/hour * 5 hours = 300 miles","Solve the following math problem: A train travels at 60 miles per hour. How far will it travel in 5 hours?
Answer: The train will travel 300 miles in 5 hours.",Distance-Rate-Time,Easy,11
260,"The area of a triangle is 24 square meters, and its base is 8 meters. What is its height?",6 meters,"Area of triangle = 1/2 * base * height
24 = 1/2 * 8 * height
Height = 24 / 4 = 6 meters","Solve the following math problem: The area of a triangle is 24 square meters, and its base is 8 meters. What is its height?
Answer:
Let's denote the height of the triangle as $h$. According to the formula for the area of a triangle, $S = \frac{1}{2}bh$, where $S$ is the area, $b$ is the base, and $h$ is the height, we can set up the equation:

$$24 = \frac{1}{2} \times 8 \times h$$

Solving for $h$, we get:

$$h = \frac{24 \times 2}{8} = 6$$

Therefore, the height of the triangle is $\boxed{6 \text{ meters}}$.",Geometry,Easy,3
261,"If a triangle has a base of 10 meters and a height of 5 meters, what is its area?",25 square meters,Area = 1/2 * base * height = 1/2 * 10 * 5 = 25 square meters,"Solve the following math problem: If a triangle has a base of 10 meters and a height of 5 meters, what is its area?
Answer: The area of the triangle is 25 square meters.

Solution: We can use the formula for the area of a triangle, which is 1/2 * base * height. Plugging in the given values, we get 1/2 * 10 * 5 = 25 square meters.

QED",Geometry,Easy,9
262,A rectangular pool has a length of 12 meters and a width of 5 meters. What is its area?,60 square meters,Area = Length * Width = 12 * 5 = 60 square meters,"Solve the following math problem: A rectangular pool has a length of 12 meters and a width of 5 meters. What is its area?
Answer: The area of the pool is 60 square meters.

1. Identify the relevant knowledge point: The area of a rectangle is equal to its length multiplied by its width.
2. Apply the knowledge point: The area of the pool is $12 \times 5 = 60$ square meters.
3. Conclude the answer: The area of the pool is \boxed{60 \text{ square meters}}.",Geometry,Easy,7
263,"If the sum of three consecutive integers is 48, what are the integers?","15, 16, and 17","Let the integers be x, x + 1, x + 2
x + (x + 1) + (x + 2) = 48
3x + 3 = 48
3x = 45
x = 15
The integers are 15, 16, and 17.","Solve the following math problem: If the sum of three consecutive integers is 48, what are the integers?
Answer: The three consecutive integers are 15, 16, and 17.

Solution: Let's denote the first integer as $x$.

Then, the second integer is $x + 1$, and the third integer is $x + 2$.

According to the problem, we have: $x + (x + 1) + (x + 2) = 48$.

Solving this equation, we get: $x = 15$.

Therefore, the three consecutive integers are 15, 16, and 17.

So, the final answer is \boxed{15, 1",Algebraic Equations,Medium,6
264,A worker can finish a job in 8 hours. How much of the job can he complete in 2 hours?,1/4 of the job,"Work rate = 1 job / 8 hours = 1/8 jobs/hour
In 2 hours, he completes 2 * (1/8) = 1/4 of the job.","Solve the following math problem: A worker can finish a job in 8 hours. How much of the job can he complete in 2 hours?
Answer:
Solution: 2 ÷ 8
= 0.25
Answer: He can complete 25% of the job in 2 hours.

Final answer: \boxed{25\%}",Work Problems,Medium,9
265,"If a car travels 300 miles in 5 hours, what is its average speed?",60 miles per hour,Average speed = Distance / Time = 300 miles / 5 hours = 60 miles per hour,"Solve the following math problem: If a car travels 300 miles in 5 hours, what is its average speed?
Answer: \boxed{60}",Distance-Rate-Time,Easy,19
266,A student scores 80% on a test with 50 questions. How many questions did he answer correctly?,40 questions,Correct answers = 80% of 50 = 0.80 * 50 = 40 questions.,"Solve the following math problem: A student scores 80% on a test with 50 questions. How many questions did he answer correctly?
Answer:
The student answered 40 questions correctly.

Here's the step-by-step solution:

1. First, we need to find out what 80% of 50 is.
2. To do this, we can multiply 50 by 0.8 (since 80% is equivalent to 0.8).
3. So, 50 * 0.8 = 40.
4. Therefore, the student answered 40 questions correctly.

The final answer is:
\boxed{40}",Percentage Problems,Easy,5
267,A recipe requires 2 cups of flour for every 3 cups of sugar. How much flour is needed if there are 9 cups of sugar?,6 cups of flour,"Ratio of flour to sugar = 2:3
If sugar = 9 cups, then flour = (2/3) * 9 = 6 cups of flour.","Solve the following math problem: A recipe requires 2 cups of flour for every 3 cups of sugar. How much flour is needed if there are 9 cups of sugar?
Answer: Let $x$ be the amount of flour needed. According to the problem, we have the ratio $2:3$ for flour to sugar. Setting up the proportion, we get $\frac{2}{3} = \frac{x}{9}$. Cross-multiplying gives $3x = 18$, so $x = \boxed{6}$ cups of flour are needed.",Ratio and Proportion,Medium,7
268,"If a laptop originally costs $800 and is on sale for 20% off, what is the sale price?",$640,"Discount = 20% of $800 = 0.20 * 800 = $160
Sale price = $800 - $160 = $640.","Solve the following math problem: If a laptop originally costs $800 and is on sale for 20% off, what is the sale price?
Answer:
The original price of the laptop is $800.
The discount rate is 20%, which is equivalent to 0.20 in decimal form.
To find the discount amount, multiply the original price by the discount rate: $800 * 0.20 = $160.
Subtract the discount amount from the original price to find the sale price: $800 - $160 = $640.
The sale price of the laptop is $640.",Discount Problems,Easy,2
269,A factory produces 120 toys in 4 hours. How many toys does it produce in 1 hour?,30 toys,Toys per hour = Total toys / Total hours = 120 / 4 = 30 toys.,"Solve the following math problem: A factory produces 120 toys in 4 hours. How many toys does it produce in 1 hour?
Answer:
The factory produces 30 toys in 1 hour.
Solution:
1. First, we need to find out how many toys the factory produces in 1 hour.
2. To do this, we divide the total number of toys produced in 4 hours by 4.
3. So, the calculation is: 120 toys / 4 hours = 30 toys/hour.
4. Therefore, the factory produces 30 toys in 1 hour.",Work Problems,Easy,3
270,"If the product of two numbers is 48 and one number is 6, what is the other number?",8,"Let the other number be x.
6 * x = 48
x = 48 / 6 = 8.","Solve the following math problem: If the product of two numbers is 48 and one number is 6, what is the other number?
Answer: \boxed{8}

Explanation:
1. We know that the product of two numbers is given by their multiplication.
2. If the product of two numbers is 48 and one number is 6, then the other number can be found by dividing the product by the known number.
3. So, the other number is 48 / 6 = \boxed{8}.",Basic Arithmetic,Easy,0
271,A cylinder has a radius of 3 meters and a height of 5 meters. What is its volume?,"Avoiding decimal results, keep it as 45π cubic meters.",Volume = π * radius^2 * height = π * 3^2 * 5 = 45π cubic meters.,"Solve the following math problem: A cylinder has a radius of 3 meters and a height of 5 meters. What is its volume?
Answer:
The volume of the cylinder is 45π cubic meters.
Explanation:
To find the volume of a cylinder, we use the formula: πr²h, where r is the radius and h is the height.
Substituting the given values, we get: π(3)²(5) = 45π cubic meters.",Geometry,Hard,19
272,"If 5y - 3 = 22, what is the value of y?",5,"5y - 3 = 22
5y = 22 + 3 = 25
y = 25 / 5 = 5.","Solve the following math problem: If 5y - 3 = 22, what is the value of y?
Answer:
5y - 3 = 22
5y = 22 + 3
5y = 25
y = 25 / 5
y = 5

So, the value of y is 5.",Algebraic Equations,Easy,1
273,A store sells a shirt for $40 after a 20% discount. What was the original price?,$50,"Let the original price be x.
0.80x = 40
x = 40 / 0.80 = 50.","Solve the following math problem: A store sells a shirt for $40 after a 20% discount. What was the original price?
Answer: The original price of the shirt was $50.

Solution: Let's denote the original price of the shirt as $x$. According to the problem, the shirt was sold for $40 after a 20% discount. This means that the selling price is 80% of the original price. We can express this relationship as an equation:

$$0.8x = 40$$

To find the original price $x$, we can solve for $x$ by dividing both sides of the equation by 0.8:

$$x = \frac{40}{0.8} = 50$$

Therefore, the original price of the shirt",Discount Problems,Medium,1
274,"If 6 workers can complete a job in 10 hours, how long will it take 3 workers to complete the same job?",20 hours,"Work = Workers * Time = 6 * 10 = 60 worker-hours
3 workers will take = 60 / 3 = 20 hours.","Solve the following math problem: If 6 workers can complete a job in 10 hours, how long will it take 3 workers to complete the same job?
Answer:
Let's think through this step-by-step:
1. We know that 6 workers can complete the job in 10 hours.
2. This means that the total amount of work done by the 6 workers is equivalent to 1 job.
3. Now, let's denote the amount of work that one worker can do in one hour as ""w"" (work per hour).
4. Since 6 workers can complete 1 job in 10 hours, we can write this relationship as: 6w * 10 = 1 job
5. Solving for ""w"", we get: w = 1 job / (6 * 10) = 1",Work Problems,Medium,2
275,"A store has a sale of 15% off on all items. If an item originally costs $200, what is the discount amount?",$30,Discount = 15% of $200 = 0.15 * 200 = $30.,"Solve the following math problem: A store has a sale of 15% off on all items. If an item originally costs $200, what is the discount amount?
Answer: $30.

Here's the step-by-step solution:
1. First, express the discount as a decimal: 15% = 0.15.
2. Next, multiply the original price by the discount to find the discount amount: $200 \times 0.15 = $30.
3. Therefore, the discount amount is $\boxed{30}$.

QED",Discount Problems,Easy,1
